ID;Control;Caption1;Caption2;Drawing artist;Copyright;Author1;Author2;Author3;Author4;Year;Title;Journal;Volume;Field0;ControlPublication
345;Fig. 345 Lycianthes arrazolensis (J.M.Coult. & Donn.Sm.) Bitter, Solanaceae;"A: rama con hojas e inflorescencias; B: flor (pétalos delanteros removidos); C: fruto; D: envés de hoja; E: haz de hoja.";"A, B según G. Cerén & D. Rodríguez s.n. [JBL04663] (LAGU); C, D, E según D. Rodríguez & al. 749 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
346;Fig. 346 Lycianthes heteroclita (Sendtn.) Bitter, Solanaceae;"A: rama con hojas (en pares desiguales) e infrutescencias; B: flor; C: fruto.";"A, C según G. Davidse & al. 37517 (LAGU); B según J. M. Rosales 384 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
347;Fig. 347 Lycianthes orogenes Standl. & Steyerm., Solanaceae;"A: rama con hojas (en pares desiguales) y frutos; B: flor; C: fruto.";"A, C según D. Rodríguez & al. 736 (LAGU); B según D. Rodríguez & al. 979 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
348;Fig. 348 Solanum aligerum Schltdl., Solanaceae;"A: rama con hojas e inflorescencia; B: flor; C: fruto; D: envés de hoja (con domacios).";"A, B, D según R. A. Carballo & al. 281 (LAGU); C según J. Monterrosa & al. 215 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
349;Fig. 349 Solanum aphyodendron S.Knapp, Solanaceae;"A: rama con hojas e infrutescencias; B: flor; C: fruto; D: envés de hoja (con domacios blanquecinos).";"A, C, D según D. Rodríguez & al. 1181 (LAGU); B según R. Martínez s.n. [JBL04788] (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
350;Fig. 350 Solanum chrysotrichum Schltdl., Solanaceae;"A: sección de rama con hojas e infrutescencia; B: flor; C: fruto; D: aspecto de tallo joven (con tricomas multiangulados).";"A, D según V. M. Martínez s.n. [CMC01068] (LAGU); B según M. Smeets & C. Gutiérrez MART 80 [MAG00080] (LAGU); C según R. A. Carballo 361 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
351;Fig. 351 Solanum erianthum D.Don, Solanaceae;"A: sección de rama con hojas e infrutescencia; B: flor; C: fruto; D: aspecto de tallo joven (estrellado-tomentoso).";"A, D según J. L. Linares & C. A. Martínez 2404 [JBL04104] (LAGU); B según R. Guerra & al. s.n. [JBL04497] (LAGU); C según A. K. Monro & al. 2922 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
352;Fig. 352 Solanum hazenii Britton, Solanaceae;"A: rama con hojas e infrutescencia; B: flor; C: fruto; D: envés de hoja; E: haz de hoja.";"A según J. Monterrosa & al. 1100 (LAGU); B según J. M. Rosales 2134 (LAGU); C según V. Salzman s.n. [JBL02037] (LAGU); D, E según N. Herrera s.n. [JBL05030] (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
353;Fig. 353 Solanum lanceolatum Cav., Solanaceae;"A: rama con hojas e inflorescencias (una en transición a infrutescencia) e infrutescencia; B: flor; C: fruto.";Dibujado según J. M. Rosales 539 (LAGU).;José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
354;Fig. 354 Solanum nudum Dunal, Solanaceae;"A: rama con hojas (en pares desiguales), inflorescencias e infrutescencia; B: flor; C: sección de rama con infrutescencia; D: envés de hoja (con domacios).";"A, D según J. C. González & R. Villacorta 39 (LAGU); B según D. Rodríguez & L. Trejo 1762 (LAGU); C según R. A. Carballo 403 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
355;Fig. 355 Solanum rovirosanum Donn.Sm., Solanaceae;"A: rama con hojas e inflorescencias (en botón); B: flor; C: fruto.";"A, B según E. Sandoval & F. Chinchilla 158 (LAGU); C según S. Martínez s.n. [ISF00117] (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
356;Fig. 356 Solanum schlechtendalianum Walp., Solanaceae;"A: rama con hojas e infrutescencia; B: envés de hoja; C: fruto (con diminutos tricomas estrellados).";Dibujado según S. Martínez s.n. [ISF00141] (LAGU).;José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
357;Fig. 357 Solanum umbellatum Mill., Solanaceae;"A: rama con hojas (en pares subiguales) e inflorescencia; B: flor; C: fruto; D: haz de hoja; E: envés de hoja.";"A, B, D, E según J. M. Rosales 836 (LAGU); C según R. Villacorta 1076 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
358;Fig. 358 Turpinia occidentalis (Sw.) G.Don subsp. occidentalis, Staphyleaceae;"A: rama con hojas e inflorescencia; B: flor; C: sección de rama con infrutescencia; D: envés de hoja.";"A, B, D según R. Cruz s.n. [WB-00513] (LAGU); C según M. L. Reyna de Aguilar 1402 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
359;Fig. 359 Helicteres baruensis Jacq., Sterculiaceae;"A: rama con hojas y frutos; B: fruto; C: sección de pedúnculo de la flor (con articulación típica y nectarios).";Dibujado según J. Monterrosa & al. 25 (LAGU).;José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
360;Fig. 360 Helicteres guazumifolia Kunth, Sterculiaceae;"A: rama con hojas y flores (cincinos bifloros); B: flor (disectada); C: sección de rama con frutos; D: envés de hoja.";"A, B, D según S. Castillo s.n. [ISF00737] (LAGU); C según D. Rodríguez & al. 767 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
361;Fig. 361 Theobroma cacao L., Sterculiaceae;"A: rama con hojas; B: flor; C: fruto.";"A, B según E. Sandoval s.n. [MS-00380] (LAGU); C según foto de muestra viva (LAGU, archivo de fotos).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
362;Fig. 362 Styrax argenteus C.Presl., Styracaceae;"A: rama con hojas e inflorescencias; B: flor; C: sección de rama con frutos; D: envés de hoja (con tricomas estrellados).";"A, B, D según R. Ibarra & al. s.n. [JBL05131] (LAGU); C según S. Castillo s.n. [ISF00518] (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
363;Fig. 363 Styrax conterminus Donn.Sm., Styracaceae;"A: rama con hojas e infrutescencias; B: fruto; C: envés de hoja (con escamas).";Dibujado según J. Monterrosa & al. 160 (LAGU).;José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
364;Fig. 364 Styrax glabrescens Benth., Styracaceae;"A: rama con hojas y frutos; B: flor; C: fruto.";"A, C según V. M. Martínez s.n. [CMC00950] (LAGU); B según R. A. Carballo & al. 285 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
365;Fig. 365 Styrax warscewiczii Perkins, Styracaceae;"A: rama con hojas e infrutescencias; B: flor; C: fruto; D: haz de hoja; E: envés de hoja; F: indumento (escamas lepidotas en lado abaxial de lobos y cálix).";"A, C, D, E, F según V. M. Martínez s.n. [CMC00633] (LAGU); B según R. A. Carballo & J. Aldana 573 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
366;Fig. 366 Symplocos hartwegii A.DC., Symplocaceae;"A: rama con hojas y fruto; B: fruto; C: envés de hoja.";Dibujado según V. M. Martínez s.n. [CMC00987] (LAGU).;José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
367;Fig. 367 Symplocos limoncillo Bonpl., Symplocaceae;"A: rama con hojas e inflorescencias; B: flor; C: rama con frutos.";"A, B según V. M. Martínez s.n. [CMC00677] (LAGU); C según R. A. Carballo & al. 284 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
